Name	Id	Type	Is3D
pc7209a	7216	swap	-
pc7209b	7217	swap	-
pc7210a	7218	swap	-
pc7210b	7219	swap	-
pc7211a	7220	swap	-
pc7211b	7221	swap	-
pc7212a	7222	swap	-
pc7212b	7223	swap	-
pc7213a	7224	swap	-
pc7213b	7225	swap	-
pc7214a	7226	swap	-
pc7214b	7227	swap	-
pc7215a	7228	swap	-
pc7215b	7229	swap	-
pc7216a	7230	swap	-
pc7216b	7231	swap	-
pc7217a	7232	swap	-
pc7217b	7233	swap	-
pc7218a	7234	swap	-
pc7218b	7235	swap	-
pc7219a	7236	swap	-
pc7219b	7237	swap	-
pc7220a	7238	swap	-
pc7220b	7239	swap	-
pc7221a	7240	swap	-
pc7221b	7241	swap	-
pc7222a	7242	swap	-
pc7222b	7243	swap	-
pc7223a	7244	swap	-
pc7223b	7245	swap	-
pc7224a	7246	swap	-
pc7224b	7247	swap	-
pc7225a	7248	swap	-
pc7225b	7249	swap	-
pc7226a	7250	swap	-
pc7226b	7251	swap	-
pc7227a	7252	swap	-
pc7227b	7253	swap	-
pc7228a	7254	swap	-
pc7228b	7255	swap	-
pc7229a	7256	swap	-
pc7229b	7257	swap	-
pc7230a	7258	swap	-
pc7230b	7259	swap	-
pc7231a	7260	swap	-
pc7231b	7261	swap	-
pc7232a	7262	swap	-
pc7232b	7263	swap	-
pc7233a	7264	swap	-
pc7233b	7265	swap	-
pc7234a	7266	swap	-
pc7234b	7267	swap	-
pc7235a	7272	swap	-
pc7235b	7273	swap	-
pc7236a	7274	swap	-
pc7236b	7275	swap	-
pc7237a	7276	swap	-
pc7237b	7277	swap	-
pc7238a	7278	swap	-
pc7238b	7279	swap	-
pc7239a	7280	swap	-
pc7239b	7281	swap	-
pc7240a	7282	swap	-
pc7240b	7283	swap	-
pc7242a	7286	swap	-
pc7242b	7287	swap	-
pc7243a	7292	swap	-
pc7243b	7293	swap	-
pc7301a	7300	swap	-
pc7301b	7301	swap	-
pc7302a	7302	swap	-
pc7302b	7303	swap	-
pc7303a	7304	swap	-
pc7303b	7305	swap	-
pc7304a	7306	swap	-
pc7304b	7307	swap	-
pc7305a	7308	swap	-
pc7305b	7309	swap	-
pc7306a	7310	swap	-
pc7306b	7311	swap	-
pc7307a	7312	swap	-
pc7307b	7313	swap	-
pc7308a	7314	swap	-
pc7308b	7315	swap	-
pc7309a	7316	swap	-
pc7309b	7317	swap	-
pc7310a	7318	swap	-
pc7310b	7319	swap	-
pc7311a	7320	swap	-
pc7311b	7321	swap	-
pc7312a	7322	swap	-
pc7312b	7323	swap	-
pc7313a	7324	swap	-
pc7313b	7325	swap	-
pc7314a	7326	swap	-
pc7314b	7327	swap	-
pc7315a	7328	swap	-
pc7315b	7329	swap	-
pc7316a	7330	swap	-
pc7316b	7331	swap	-
pc7317a	7332	swap	-
pc7317b	7333	swap	-
pc7318a	7334	swap	-
pc7318b	7335	swap	-
pc7319a	7336	swap	-
pc7319b	7337	swap	-
pc7320a	7338	swap	-
pc7320b	7339	swap	-
pc7321a	7340	swap	-
pc7321b	7341	swap	-
pc7322a	7342	swap	-
pc7322b	7343	swap	-
pc7323a	7344	swap	-
pc7323b	7345	swap	-
pc7324a	7346	swap	-
pc7324b	7347	swap	-
pc7325a	7348	swap	-
pc7325b	7349	swap	-
pc7326a	7350	swap	-
pc7326b	7351	swap	-
pc7327a	7352	swap	-
pc7327b	7353	swap	-
pc7328a	7354	swap	-
pc7328b	7355	swap	-
pc7329a	7356	swap	-
pc7329b	7357	swap	-
pc7330a	7358	swap	-
pc7330b	7359	swap	-
pc7331a	7360	swap	-
pc7331b	7361	swap	-
pc7332a	7362	swap	-
pc7332b	7363	swap	-
pc7333a	7364	swap	-
pc7333b	7365	swap	-
pc7334a	7366	swap	-
pc7334b	7367	swap	-
pc7335a	7372	swap	-
pc7335b	7373	swap	-
pc7336a	7374	swap	-
pc7336b	7375	swap	-
pc7337a	7376	swap	-
pc7337b	7377	swap	-
pc7338a	7378	swap	-
pc7338b	7379	swap	-
pc7339a	7380	swap	-
pc7339b	7381	swap	-
pc7340a	7382	swap	-
pc7340b	7383	swap	-
pc7342a	7386	swap	-
pc7342b	7387	swap	-
pc7343a	7392	swap	-
pc7343b	7393	swap	-
pc7401a	7400	swap	-
pc7401b	7401	swap	-
pc7402a	7402	swap	-
pc7402b	7403	swap	-
pc7403a	7404	swap	-
pc7403b	7405	swap	-
pc7404a	7408	swap	-
pc7404b	7409	swap	-
pc7405a	7410	swap	-
pc7405b	7411	swap	-
pc7406a	7412	swap	-
pc7406b	7413	swap	-
pc7407a	7414	swap	-
pc7407b	7415	swap	-
pc7408a	7416	swap	-
pc7408b	7417	swap	-
pc7409a	7418	swap	-
pc7409b	7419	swap	-
pc7410a	7420	swap	-
pc7410b	7421	swap	-
pc7411a	7422	swap	-
pc7411b	7423	swap	-
pc7412a	7424	swap	-
pc7412b	7425	swap	-
pc7413a	7426	swap	-
pc7413b	7427	swap	-
pc7414a	7428	swap	-
pc7414b	7429	swap	-
pc7415a	7430	swap	-
pc7415b	7431	swap	-
pc7416a	7432	swap	-
pc7416b	7433	swap	-
pc7417a	7434	swap	-
pc7417b	7435	swap	-
pc7418a	7436	swap	-
pc7418b	7437	swap	-
pc7419a	7438	swap	-
pc7419b	7439	swap	-
pc7420a	7440	swap	-
pc7420b	7441	swap	-
pc7421a	7442	swap	-
pc7421b	7443	swap	-
pc7422a	7444	swap	-
pc7422b	7445	swap	-
pc7423a	7446	swap	-
pc7423b	7447	swap	-
pc7424a	7448	swap	-
pc7424b	7449	swap	-
pc7425a	7450	swap	-
pc7425b	7451	swap	-
pc7426a	7452	swap	-
pc7426b	7453	swap	-
pc7427a	7454	swap	-
pc7427b	7455	swap	-
pc7428a	7456	swap	-
pc7428b	7457	swap	-
pc7429a	7458	swap	-
pc7429b	7459	swap	-
pc7430a	7460	swap	-
pc7430b	7461	swap	-
pc7431a	7462	swap	-
pc7431b	7463	swap	-
pc7432a	7464	swap	-
pc7432b	7465	swap	-
pc7433a	7466	swap	-
pc7433b	7467	swap	-
pc7434a	7472	swap	-
pc7434b	7473	swap	-
pc7435a	7474	swap	-
pc7435b	7475	swap	-
pc7436a	7476	swap	-
pc7436b	7477	swap	-
pc7437a	7478	swap	-
pc7437b	7479	swap	-
pc7438a	7480	swap	-
pc7438b	7481	swap	-
pc7439a	7482	swap	-
pc7439b	7483	swap	-
pc7440a	7484	swap	-
pc7440b	7485	swap	-
roar 1	7492	swap	-
roar 1	7493	swap	-
pc7501a	7500	swap	-
pc7501b	7501	swap	-
pc7502a	7502	swap	-
pc7502b	7503	swap	-
pc7503a	7504	swap	-
pc7503b	7505	swap	-
pc7504a	7508	swap	-
pc7504b	7509	swap	-
pc7505a	7510	swap	-
pc7505b	7511	swap	-
pc7506a	7512	swap	-
pc7506b	7513	swap	-
pc7507a	7514	swap	-
pc7507b	7515	swap	-
pc7508a	7516	swap	-
pc7508b	7517	swap	-
pc7509a	7518	swap	-
pc7509b	7519	swap	-
pc7510a	7520	swap	-
pc7510b	7521	swap	-
pc7511a	7522	swap	-
pc7511b	7523	swap	-
pc7512a	7524	swap	-
pc7512b	7525	swap	-
pc7513a	7526	swap	-
pc7513b	7527	swap	-
pc7514a	7528	swap	-
pc7514b	7529	swap	-
pc7515a	7530	swap	-
pc7515b	7531	swap	-
pc7516a	7532	swap	-
pc7516b	7533	swap	-
pc7517a	7534	swap	-
pc7517b	7535	swap	-
pc7518a	7536	swap	-
pc7518b	7537	swap	-
pc7519a	7538	swap	-
pc7519b	7539	swap	-
pc7520a	7540	swap	-
pc7520b	7541	swap	-
pc7521a	7542	swap	-
pc7521b	7543	swap	-
pc7522a	7544	swap	-
pc7522b	7545	swap	-
pc7523a	7546	swap	-
pc7523b	7547	swap	-
pc7524a	7548	swap	-
pc7524b	7549	swap	-
pc7525a	7550	swap	-
pc7525b	7551	swap	-
pc7526a	7552	swap	-
pc7526b	7553	swap	-
pc7527a	7554	swap	-
pc7527b	7555	swap	-
pc7528a	7556	swap	-
pc7528b	7557	swap	-
pc7529a	7558	swap	-
pc7529b	7559	swap	-
pc7530a	7560	swap	-
pc7530b	7561	swap	-
pc7531a	7562	swap	-
pc7531b	7563	swap	-
pc7532a	7564	swap	-
pc7532b	7565	swap	-
pc7533a	7566	swap	-
pc7533b	7567	swap	-
pc7534a	7572	swap	-
pc7534b	7573	swap	-
pc7535a	7574	swap	-
pc7535b	7575	swap	-
pc7536a	7576	swap	-
pc7536b	7577	swap	-
pc7537a	7578	swap	-
pc7537b	7579	swap	-
pc7538a	7580	swap	-
pc7538b	7581	swap	-
pc7539a	7582	swap	-
pc7539b	7583	swap	-
pc7540a	7584	swap	-
pc7540b	7585	swap	-
roar2	7592	swap	-
roar2	7593	swap	-
lm101b	7600	swap	-
lm101c	7601	swap	-
lm102c	7602	swap	-
lm102d	7603	swap	-
lm103c	7604	swap	-
lm103d	7605	swap	-
lm104a	7606	swap	-
lm104b	7607	swap	-
lm105a	7608	swap	-
lm105b	7609	swap	-
lm106b	7610	swap	-
lm106b	7611	swap	-
lm107b	7612	swap	-
lm107f	7613	swap	-
lm108b	7614	swap	-
lm108c	7615	swap	-
lm109c	7616	swap	-
lm109e	7617	swap	-
lm110c	7618	swap	-
lm110f	7619	swap	-
lm111c	7620	swap	-
lm111d	7621	swap	-
lm112e	7622	swap	-
lm112e	7623	swap	-
lm113a	7624	swap	-
lm113c	7625	swap	-
lm114b	7626	swap	-
lm114b	7627	swap	-
lm115c	7628	swap	-
lm115e	7629	swap	-
lm116c	7630	swap	-
lm116e	7631	swap	-
lm117e	7632	swap	-
lm117e	7633	swap	-
lm118a	7634	swap	-
lm118d	7635	swap	-
lm119d	7636	swap	-
lm119d	7637	swap	-
lm120c	7638	swap	-
lm120c	7639	swap	-
lm121d	7640	swap	-
lm121d	7641	swap	-
lm122a	7642	swap	-
lm122a	7643	swap	-
lm123d	7644	swap	-
lm123d	7645	swap	-
lm124a	7646	swap	-
lm124d	7647	swap	-
lm125a	7648	swap	-
lm125b	7649	swap	-
lm126c	7650	swap	-
lm126c	7651	swap	-
lm127a	7652	swap	-
lm127e	7653	swap	-
lm128b	7654	swap	-
lm128b	7655	swap	-
lm129c	7656	swap	-
lm129e	7657	swap	-
lm130a	7658	swap	-
lm130a	7659	swap	-
lm131e	7660	swap	-
lm131a	7661	swap	-
lm132a	7662	swap	-
lm132b	7663	swap	-
lm133a	7664	swap	-
lm133a	7665	swap	-
lm134c	7666	swap	-
lm134c	7667	swap	-
lm135c	7668	swap	-
lm135d	7669	swap	-
lm136c	7670	swap	-
lm136c	7671	swap	-
lm137b	7672	swap	-
lm137b	7673	swap	-
lm138a	7674	swap	-
lm138e	7675	swap	-
lm139d	7676	swap	-
lm139d	7677	swap	-
lm140c	7678	swap	-
lm140c	7679	swap	-
lm141a	7680	swap	-
lm141a	7681	swap	-
lm142a	7682	swap	-
lm142a	7683	swap	-
lm143a	7684	swap	-
lm143a	7685	swap	-
lm144b	7686	swap	-
lm144b	7687	swap	-
lm145b	7688	swap	-
lm145b	7689	swap	-
lm146d	7690	swap	-
lm146d	7691	swap	-
lm147a	7692	swap	-
lm147a	7693	swap	-
lf101a	7700	swap	-
lf101a	7701	swap	-
lf102b	7702	swap	-
lf102d	7703	swap	-
lf103a	7704	swap	-
lf103c	7705	swap	-
lf104b	7706	swap	-
lf104d	7707	swap	-
lf105b	7708	swap	-
lf105d	7709	swap	-
lf106c	7710	swap	-
lf106e	7711	swap	-
lf107a	7712	swap	-
lf107b	7713	swap	-
lf108a	7714	swap	-
lf108a	7715	swap	-
lf109b	7716	swap	-
lf109d	7717	swap	-
lf110b	7718	swap	-
lf110c	7719	swap	-
lf111b	7720	swap	-
lf111e	7721	swap	-
lf112e	7722	swap	-
lf112f	7723	swap	-
lf113a	7724	swap	-
lf113f	7725	swap	-
lf114d	7726	swap	-
lf114e	7727	swap	-
lf115e	7728	swap	-
lf115f	7729	swap	-
lf116b	7730	swap	-
lf116b	7731	swap	-
lf117e	7732	swap	-
lf117e	7733	swap	-
lf118b	7734	swap	-
lf118b	7735	swap	-
lf119a	7736	swap	-
lf119a	7737	swap	-
lf120b	7738	swap	-
lf120b	7739	swap	-
lf121e	7740	swap	-
lf121e	7741	swap	-
lf122a	7742	swap	-
lf122a	7743	swap	-
lf123e	7744	swap	-
lf123e	7745	swap	-
lf124a	7746	swap	-
lf124b	7747	swap	-
lf125d	7748	swap	-
lf125d	7749	swap	-
lf126d	7750	swap	-
lf126e	7751	swap	-
lf127d	7752	swap	-
lf127e	7753	swap	-
lf128d	7754	swap	-
lf128d	7755	swap	-
lf129d	7756	swap	-
lf129d	7757	swap	-
lf130d	7758	swap	-
lf130d	7759	swap	-
lf131c	7760	swap	-
lf131c	7761	swap	-
lf132a	7762	swap	-
lf132b	7763	swap	-
lf133a	7764	swap	-
lf133a	7765	swap	-
lf134c	7766	swap	-
lf134c	7767	swap	-
lf135b	7768	swap	-
lf135d	7769	swap	-
lf136b	7770	swap	-
lf136c	7771	swap	-
lf137a	7772	swap	-
lf137b	7773	swap	-
lf138g	7774	swap	-
lf138g	7775	swap	-
lf139c	7776	swap	-
lf139c	7777	swap	-
lf140b	7778	swap	-
lf140b	7779	swap	-
lf141c	7780	swap	-
lf141c	7781	swap	-
lf142a	7782	swap	-
lf142a	7783	swap	-
lf143b	7784	swap	-
lf143b	7785	swap	-
lf144a	7786	swap	-
lf144e	7787	swap	-
lf145a	7788	swap	-
lf145d	7789	swap	-
lf146c	7790	swap	-
lf146e	7791	swap	-
lf147b	7792	swap	-
lf147b	7793	swap	-
pc5101a	7800	swap	-
pc5101b	7801	swap	-
pc5102a	7802	swap	-
pc5102b	7803	swap	-
pc5103a	7804	swap	-
pc5103b	7805	swap	-
pc5104a	7806	swap	-
pc5104b	7807	swap	-
pc5105a	7808	swap	-
pc5105b	7809	swap	-
pc5106a	7810	swap	-
pc5106b	7811	swap	-
pc5107a	7812	swap	-
pc5107b	7813	swap	-
pc5108a	7814	swap	-
pc5108b	7815	swap	-
pc5109a	7816	swap	-
pc5109b	7817	swap	-
pc5110a	7818	swap	-
pc5110b	7819	swap	-
pc5111a	7820	swap	-
pc5111b	7821	swap	-
pc5112a	7822	swap	-
pc5112b	7823	swap	-
pc5113a	7824	swap	-
pc5113b	7825	swap	-
pc5114a	7826	swap	-
pc5114b	7827	swap	-
pc5115a	7828	swap	-
pc5115b	7829	swap	-
pc5116a	7830	swap	-
pc5116b	7831	swap	-
pc5117a	7832	swap	-
pc5117b	7833	swap	-
pc5118a	7834	swap	-
pc5118b	7835	swap	-
pc5119a	7836	swap	-
pc5119b	7837	swap	-
pc5120a	7838	swap	-
pc5120b	7839	swap	-
pc5121a	7840	swap	-
pc5121b	7841	swap	-
pc5122a	7842	swap	-
pc5122b	7843	swap	-
pc5123a	7844	swap	-
pc5123b	7845	swap	-
pc5124a	7846	swap	-
pc5124b	7847	swap	-
pc5125a	7848	swap	-
pc5125b	7849	swap	-
pc5126a	7850	swap	-
pc5126b	7851	swap	-
pc5127a	7852	swap	-
pc5127b	7853	swap	-
pc5128a	7854	swap	-
pc5128b	7855	swap	-
pc5129a	7856	swap	-
pc5129b	7857	swap	-
pc5130a	7858	swap	-
pc5130b	7859	swap	-
pc5131a	7860	swap	-
pc5131b	7861	swap	-
pc5132a	7862	swap	-
pc5132b	7863	swap	-
pc5133a	7864	swap	-
pc5133b	7865	swap	-
pc5134a	7866	swap	-
pc5134b	7867	swap	-
pc5135a	7872	swap	-
pc5135b	7873	swap	-
pc5136a	7874	swap	-
pc5136b	7875	swap	-
pc5137a	7876	swap	-
pc5137b	7877	swap	-
pc5138a	7878	swap	-
pc5138b	7879	swap	-
pc5139a	7880	swap	-
pc5139b	7881	swap	-
pc5140a	7882	swap	-
pc5140b	7883	swap	-
pc5142a	7886	swap	-
pc5142b	7887	swap	-
pc5143a	7892	swap	-
pc5143b	7893	swap	-
pc5201a	7900	swap	-
pc5201b	7901	swap	-
pc5202a	7902	swap	-
pc5202b	7903	swap	-
pc5203a	7904	swap	-
pc5203b	7905	swap	-
pc5204a	7906	swap	-
pc5204b	7907	swap	-
pc5205a	7908	swap	-
pc5205b	7909	swap	-
pc5206a	7910	swap	-
pc5206b	7911	swap	-
pc5207a	7912	swap	-
pc5207b	7913	swap	-
pc5208a	7914	swap	-
pc5208b	7915	swap	-
pc5209a	7916	swap	-
pc5209b	7917	swap	-
pc5210a	7918	swap	-
pc5210b	7919	swap	-
pc5211a	7920	swap	-
pc5211b	7921	swap	-
pc5212a	7922	swap	-
pc5212b	7923	swap	-
pc5213a	7924	swap	-
pc5213b	7925	swap	-
pc5214a	7926	swap	-
pc5214b	7927	swap	-
pc5215a	7928	swap	-
pc5215b	7929	swap	-
pc5216a	7930	swap	-
pc5216b	7931	swap	-
pc5217a	7932	swap	-
pc5217b	7933	swap	-
pc5218a	7934	swap	-
pc5218b	7935	swap	-
pc5219a	7936	swap	-
pc5219b	7937	swap	-
pc5220a	7938	swap	-
pc5220b	7939	swap	-
pc5221a	7940	swap	-
pc5221b	7941	swap	-
pc5222a	7942	swap	-
pc5222b	7943	swap	-
pc5223a	7944	swap	-
pc5223b	7945	swap	-
pc5224a	7946	swap	-
pc5224b	7947	swap	-
pc5225a	7948	swap	-
pc5225b	7949	swap	-
pc5226a	7950	swap	-
pc5226b	7951	swap	-
pc5227a	7952	swap	-
pc5227b	7953	swap	-
pc5228a	7954	swap	-
pc5228b	7955	swap	-
pc5229a	7956	swap	-
pc5229b	7957	swap	-
pc5230a	7958	swap	-
pc5230b	7959	swap	-
pc5231a	7960	swap	-
pc5231b	7961	swap	-
pc5232a	7962	swap	-
pc5232b	7963	swap	-
pc5233a	7964	swap	-
pc5233b	7965	swap	-
pc5234a	7966	swap	-
pc5234b	7967	swap	-
pc5235a	7972	swap	-
pc5235b	7973	swap	-
pc5236a	7974	swap	-
pc5236b	7975	swap	-
pc5237a	7976	swap	-
pc5237b	7977	swap	-
pc5238a	7978	swap	-
pc5238b	7979	swap	-
pc5239a	7980	swap	-
pc5239b	7981	swap	-
pc5240a	7982	swap	-
pc5240b	7983	swap	-
pc5242a	7986	swap	-
pc5242b	7987	swap	-
pc5243a	7992	swap	-
pc5243b	7993	swap	-
quest	7994	swap	-
torchlight	10000	swap	-
04firebolt01	10010	swap	-
04firebolt03	10011	swap	-
torchlight2	10020	swap	-
fireaura01	10030	swap	-
haste	10040	swap	-
06fireball01	10050	swap	-
fireball2	10051	swap	-
08fireblast03	10060	swap	-
06fireball03	10061	swap	-
immolation	10070	swap	-
meteor shower 1	10080	swap	-
09metoershower03	10081	swap	-
inferno	10090	swap	-
incinerate	10100	swap	-
11incinerate03	10101	swap	-
12wizardeye03	11000	swap	-
featherfall	11010	swap	-
14p	11020	swap	-
15sparks01	11030	swap	-
15sparks03	11031	swap	-
29unlock03	11040	swap	-
shield02_character-portrait	11050	swap	-
18lightningbolt03	11060	swap	-
wizard_eye_interface-image	11070	swap	-
20implosion03	11080	swap	-
21fly03	11090	swap	-
starburst	11100	swap	-
22starburst03	11101	swap	-
23awaken03	12000	swap	-
poison spray	12010	swap	-
24coldbeam03	12011	swap	-
water resistance	12020	swap	-
ice bolt	12030	swap	-
28icebolt03	12031	swap	-
waterwalk	12040	swap	-
dispell magic	12050	swap	-
39blades03	12060	swap	-
20implosion03	12061	swap	-
enchant item	12070	swap	-
town portal	12080	swap	-
iceblast	12090	swap	-
iceblast2	12091	swap	-
lloyds beacon	12100	swap	-
stun1	13000	swap	-
34stun03	13001	swap	-
44massdistortion03	13010	swap	-
earth resistance	13020	swap	-
37deadlyswarm03	13030	swap	-
deadly swarm explosion	13031	swap	-
stoneskin	13040	swap	-
92shapmetal01	13050	swap	-
40stonetoflesh03	13060	swap	-
rockblast_projectile	13070	swap	-
41rockblast03	13071	swap	-
day of protection	13080	swap	-
43deathblossom01	13090	swap	-
43deathblossom03	13091	swap	-
44massdistortion01	13100	swap	-
detect life	14000	swap	-
bless	14010	swap	-
fate	14020	swap	-
54sharedlife03	14030	swap	-
49removecurse03	14040	swap	-
preservation	14050	swap	-
51heroism03	14060	swap	-
28icebolt01	14070	swap	-
51heroism03	14080	swap	-
53raisedead03	14090	swap	-
51heroism03	14100	swap	-
57removefear03	15000	swap	-
mindblast_frnt_projectile	15010	swap	-
58mindblast03	15011	swap	-
mind resistance	15020	swap	-
telepathy	15030	swap	-
heroism	15040	swap	-
60cureparalasis03	15050	swap	-
63feeblemind02	15060	swap	-
65psychicshock03	15070	swap	-
64cureinsanity03	15080	swap	-
psychic shock	15090	swap	-
58mindblast03	15091	swap	-
enslave	15100	swap	-
cure weakness	16000	swap	-
heal	16010	swap	-
69protectionfrompoison03	16020	swap	-
harm_rear_projectile	16030	swap	-
harm	16031	swap	-
regeneration	16040	swap	-
72curepoison03	16050	swap	-
hammerhands_character-portrait	16060	swap	-
74curedisease03	16070	swap	-
awaken2	16080	swap	-
flying fist	16090	swap	-
76flyingfist03	16091	swap	-
power cure	16100	swap	-
02flame01	17000	swap	-
02flame03	17001	swap	-
55resurection03	17010	swap	-
recharge item	17020	swap	-
paralyze	17030	swap	-
sparks	17040	swap	-
day of the gods	17050	swap	-
prismatic light	17060	swap	-
94dayofprotection03	17070	swap	-
9armageddon01	17080	swap	-
sunray	17090	swap	-
86sunray03	17091	swap	-
devine intervention	17100	swap	-
reanimate	18000	swap	-
toxic cloud	18010	swap	-
90toxiccloud03	18011	swap	-
vampric weapon	18020	swap	-
shrink ray	18030	swap	-
shrapmetal_projectile_bb	18040	swap	-
92shapmetal03	18041	swap	-
control undead	18050	swap	-
sacrifice2	18060	swap	-
soul drinker	18070	swap	-
dragon breath	18080	swap	-
dragonbreath_explosion	18081	swap	-
9armageddon02	18090	swap	-
95fingerofdeath01	18100	swap	-
100 glamour	19000	swap	-
101 travelers' boon	19010	swap	-
102 blind	19020	swap	-
102 blind-2	19021	swap	-
103 darkfire bolt	19030	swap	-
111 lifedrain	20000	swap	-
112 levitate	20010	swap	-
113 hypno magic	20020	swap	-
114 gusty shimmer	20030	swap	-
122 fear	21000	swap	-
123 flame blast	21010	swap	-
21fly	21020	swap	-
125 wing flaps	21030	swap	-
event34_01a	30011	swap	-
event34_01b	30012	swap	-
event34_01c	30013	swap	-
event13_01a	30021	swap	-
event13_01b	30022	swap	-
event13_01c	30023	swap	-
event19_01a	30031	swap	-
event19_01b	30032	swap	-
event19_01c	30033	swap	-
event25_01a	30041	swap	-
event25_01b	30042	swap	-
event25_01c	30043	swap	-
event44_01a	30051	swap	-
event44_01b	30052	swap	-
event44_01c	30053	swap	-
event44_01d	30054	swap	-
event50_01a	30061	swap	-
event50_01b	30062	swap	-
event50_01c	30063	swap	-
event50_01d	30064	swap	-
event29_01a	30071	swap	-
event29_01b	30072	swap	-
event29_01c	30073	swap	-
event09_01a	30081	swap	-
event09_01b	30082	swap	-
event09_01c	30083	swap	-
event01_01a	30091	swap	-
event01_01b	30092	swap	-
event01_01c	30093	swap	-
event01_01d	30094	swap	-
event35_01a	30101	swap	-
event35_01a	30102	swap	-
event35_01c	30103	swap	-
event14_01a	30111	swap	-
event14_01b	30112	swap	-
event14_01c	30113	swap	-
event20_01a	30121	swap	-
event20_01b	30122	swap	-
event20_01c	30123	swap	-
event26_01a	30131	swap	-
event26_01b	30132	swap	-
event26_01c	30133	swap	-
event45_01a	30141	swap	-
event45_01b	30142	swap	-
event45_01c	30143	swap	-
event45_01d	30144	swap	-
event51_01a	30151	swap	-
event51_01b	30152	swap	-
event51_01c	30153	swap	-
event51_01d	30154	swap	-
event30_01a	30161	swap	-
event30_01b	30162	swap	-
event30_01c	30163	swap	-
event10_01a	30171	swap	-
event10_01b	30172	swap	-
event10_01c	30173	swap	-
event02_01a	30181	swap	-
event02_01b	30182	swap	-
event02_01c	30183	swap	-
event02_01d	30184	swap	-
event40_01a	30191	swap	-
event40_01b	30192	swap	-
event40_01c	30193	swap	-
event43_01a	30201	swap	-
event43_01b	30202	swap	-
event43_01c	30203	swap	-
event36_01a	30211	swap	-
event36_01b	30212	swap	-
event36_01c	30213	swap	-
event15_01a	30221	swap	-
event15_01b	30222	swap	-
event15_01c	30223	swap	-
event21_01a	30231	swap	-
event21_01b	30232	swap	-
event21_01c	30233	swap	-
event46_01a	30241	swap	-
event46_01b	30242	swap	-
event46_01c	30243	swap	-
event46_01d	30244	swap	-
event52_01a	30251	swap	-
event52_01b	30252	swap	-
event52_01c	30253	swap	-
event52_01d	30254	swap	-
event31_01a	30261	swap	-
event31_01b	30262	swap	-
event31_01c	30263	swap	-
event11_01a	30271	swap	-
event11_01b	30272	swap	-
event11_01c	30273	swap	-
event03_01a	30281	swap	-
event03_01b	30282	swap	-
event03_01c	30283	swap	-
event03_01d	30284	swap	-
event37_01a	30291	swap	-
event37_01b	30292	swap	-
event37_01c	30293	swap	-
event16_01a	30301	swap	-
event16_01b	30302	swap	-
event16_01c	30303	swap	-
event22_01a	30311	swap	-
event22_01b	30312	swap	-
event22_01c	30313	swap	-
event47_01a	30321	swap	-
event47_01b	30322	swap	-
event47_01c	30323	swap	-
event47_01d	30324	swap	-
event32_01a	30331	swap	-
event32_01b	30332	swap	-
event32_01c	30333	swap	-
event04_01a	30341	swap	-
event04_01b	30342	swap	-
event04_01c	30343	swap	-
event04_01d	30344	swap	-
event38_01a	30351	swap	-
event38_01b	30352	swap	-
event38_01c	30353	swap	-
event17_01a	30361	swap	-
event17_01b	30362	swap	-
event17_01c	30363	swap	-
event23_01a	30371	swap	-
event23_01b	30372	swap	-
event23_01c	30373	swap	-
event27_01a	30381	swap	-
event27_01b	30382	swap	-
event27_01c	30383	swap	-
event48_01a	30391	swap	-
event48_01b	30392	swap	-
event48_01c	30393	swap	-
event48_01d	30394	swap	-
event53_01a	30401	swap	-
event53_01b	30402	swap	-
event53_01c	30403	swap	-
event53_01d	30404	swap	-
event33_01a	30411	swap	-
event33_01b	30412	swap	-
event33_01c	30413	swap	-
event12_01a	30421	swap	-
event12_01b	30422	swap	-
event12_01c	30423	swap	-
event05_01a	30431	swap	-
event05_01b	30432	swap	-
event05_01c	30433	swap	-
event05_01d	30434	swap	-
event39_01a	30441	swap	-
event39_01b	30442	swap	-
event39_01c	30443	swap	-
event18_01a	30451	swap	-
event18_01b	30452	swap	-
event18_01c	30453	swap	-
event24_01a	30461	swap	-
event24_01b	30462	swap	-
event24_01c	30463	swap	-
event28_01a	30471	swap	-
event28_01b	30472	swap	-
event28_01c	30473	swap	-
event49_01a	30481	swap	-
event49_01b	30482	swap	-
event49_01c	30483	swap	-
event49_01d	30484	swap	-
event54_01a	30491	swap	-
event54_01b	30492	swap	-
event54_01c	30493	swap	-
event54_01d	30494	swap	-
event07_01a	30501	swap	-
event07_01b	30502	swap	-
event07_01c	30503	swap	-
event07_01d	30504	swap	-
welcome adventurer	30511	swap	-
event06_01a	30521	swap	-
event06_01b	30522	swap	-
event06_01c	30523	swap	-
event06_01d	30524	swap	-
air guild 01	30531	swap	-
air guild 02	30532	swap	-
air guild 03	30533	swap	-
body guild 01	30541	swap	-
body guild 02	30542	swap	-
body guild 03	30543	swap	-
dark guild 01	30551	swap	-
dark guild 02	30552	swap	-
dark guild 03	30553	swap	-
dwarf alchemy shop 01	30561	swap	-
dwarf alchemy shop 02	30562	swap	-
dwarf alchemy shop 03	30563	swap	-
dwarf alchemy shop 04	30564	swap	-
dwarf armor shop01	30571	swap	-
dwarf armor shop02	30572	swap	-
dwarf armor shop03	30573	swap	-
dwarf armor shop04	30574	swap	-
dwarf bank 01	30581	swap	-
dwarf bank 02	30582	swap	-
dwarf bank 03	30583	swap	-
wizard temple 01	30591	swap	-
wizard temple 02	30592	swap	-
